mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,param_booster,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
94.83348687489827,0.2876510035781411,0.4764695962270101,0.03565189447904394,1.0,10,6,0.05,1.5,1.0,gbtree,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 1.5, 'colsample_bytree': 1.0, 'booster': 'gbtree'}",0.5074180055711661,0.5119735277856885,0.5051316850482823,0.5081744061350456,0.00284391858423401,120
54.135193745295204,0.5989033779120783,0.3845663865407308,0.017522648313304127,1.0,10,4,0.3,5,0.75,gbtree,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 5, 'colsample_bytree': 0.75, 'booster': 'gbtree'}",0.5019800027202339,0.5032789815150629,0.5036104318326229,0.5029564720226399,0.0007036021850253078,333
93.99274190266927,0.5591233607766153,0.4910886287689209,0.012624272597744799,0.5,10,6,0.05,1,0.75,gbtree,"{'subsample': 0.5, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.75, 'booster': 'gbtree'}",0.5037733454106023,0.5047845112970504,0.5037540227935102,0.5041039598337209,0.00048128720570478855,265
57.667092402776085,0.4639831010062286,0.4538235664367676,0.02708152470473507,0.5,10,5,0.05,0.5,0.5,gbtree,"{'subsample': 0.5, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.5, 'booster': 'gbtree'}",0.5016498607591907,0.5010725368503778,0.50206287689545,0.5015950915016728,0.0004061552288597915,397
9979.368103663126,4.017301240696484,22.64484667778015,1.042522378086624,0.75,1,6,0.05,0.5,0.5,dart,"{'subsample': 0.75, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.5, 'booster': 'dart'}",0.5029894705146309,0.5033204615216997,0.502537513378261,0.5029491484715306,0.00032090637180583003,334
90.91262499491374,0.42258444578777027,0.5762402216593424,0.04230659126890454,0.75,5,6,0.05,0,0.75,gbtree,"{'subsample': 0.75, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.75, 'booster': 'gbtree'}",0.503711125400647,0.5051561332647304,0.5035067318160309,0.5041246634938028,0.0007341169755160273,264
55.65967774391174,0.789417655273477,0.436281681060791,0.02538745202826298,1.0,10,4,0.3,1,0.75,gbtree,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 1, 'colsample_bytree': 0.75, 'booster': 'gbtree'}",0.5019800027202339,0.5023715156452068,0.5037755573279994,0.5027090252311467,0.0007709036376521456,349
76.01927463213603,0.10853107789735601,0.5041780471801758,0.1158114475144952,0.75,10,5,0.3,2,0.75,gbtree,"{'subsample': 0.75, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 2, 'colsample_bytree': 0.75, 'booster': 'gbtree'}",0.5050515842021128,0.5050714751594056,0.5038984082855683,0.5046738225490289,0.0005483608134121997,219
56.296988328297935,0.16201102211950807,0.42917688687642414,0.006513252961209881,0.75,5,5,0.01,0.5,0.5,gbtree,"{'subsample': 0.75, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.5, 'booster': 'gbtree'}",0.5094221444788207,0.5112345290804563,0.5151796276070759,0.5119454337221176,0.0024036350319446773,74
58.67682011922201,0.07100205657351076,0.5336844126383463,0.06672020362038088,1.0,10,6,0.5,1.5,0.5,gbtree,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.5, 'gamma': 1.5, 'colsample_bytree': 0.5, 'booster': 'gbtree'}",0.5110237328631699,0.5077811370785904,0.5085283605983554,0.5091110768467052,0.0013864283910132618,107
9935.108245293299,4.412303569706052,22.868703842163086,1.6760730696282564,1.0,5,5,0.001,0.5,0.5,dart,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.001, 'gamma': 0.5, 'colsample_bytree': 0.5, 'booster': 'dart'}",0.5,0.5,0.5,0.5,0.0,410
9926.325749079386,2.816710198772907,22.74105477333069,1.1278072069200906,0.75,10,4,0.05,0.5,0.5,dart,"{'subsample': 0.75, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.5, 'booster': 'dart'}",0.5026601775996132,0.5014234188147394,0.5018778059279259,0.5019871341140928,0.0005107886465774094,380
9964.760333776474,1.9152340957259764,23.172551314036053,1.367235472331547,0.5,10,6,0.01,1.5,0.75,dart,"{'subsample': 0.5, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 1.5, 'colsample_bytree': 0.75, 'booster': 'dart'}",0.5265234241116911,0.5223674191350762,0.5254661213004711,0.5247856548490795,0.0017635891972554087,43
